Mass DM,SSHH,omega,SI 1,SI 2
2938.0,0.43,0.13,1.314e-09,7.548e-10
2940.0,0.43,0.13,1.314e-09,7.538e-10
2942.0,0.43,0.13,1.313e-09,7.528e-10
2944.0,0.43,0.13,1.312e-09,7.518e-10
2946.0,0.43,0.131,1.311e-09,7.507e-10
2948.0,0.43,0.131,1.310e-09,7.497e-10
2950.0,0.43,0.131,1.309e-09,7.487e-10
2952.0,0.43,0.131,1.308e-09,7.477e-10
2954.0,0.43,0.131,1.307e-09,7.467e-10
2956.0,0.43,0.131,1.306e-09,7.457e-10
2958.0,0.43,0.132,1.306e-09,7.447e-10
2960.0,0.43,0.132,1.305e-09,7.437e-10
2962.0,0.43,0.132,1.304e-09,7.426e-10
2964.0,0.43,0.132,1.303e-09,7.416e-10
2966.0,0.43,0.132,1.302e-09,7.406e-10
2968.0,0.43,0.132,1.301e-09,7.397e-10
2970.0,0.44,0.127,1.331e-09,7.734e-10
2972.0,0.44,0.127,1.330e-09,7.724e-10
2974.0,0.44,0.127,1.329e-09,7.713e-10
2976.0,0.44,0.127,1.328e-09,7.703e-10
2978.0,0.44,0.128,1.327e-09,7.693e-10
2980.0,0.44,0.128,1.326e-09,7.682e-10
2982.0,0.44,0.128,1.325e-09,7.672e-10
2984.0,0.44,0.128,1.324e-09,7.662e-10
2986.0,0.44,0.128,1.323e-09,7.651e-10
2988.0,0.44,0.128,1.323e-09,7.641e-10
2990.0,0.44,0.129,1.322e-09,7.631e-10
2992.0,0.44,0.129,1.321e-09,7.621e-10
2994.0,0.44,0.129,1.320e-09,7.611e-10
2996.0,0.44,0.129,1.319e-09,7.601e-10
2998.0,0.44,0.129,1.318e-09,7.590e-10
3000.0,0.44,0.129,1.317e-09,7.580e-10
3002.0,0.44,0.13,1.316e-09,7.570e-10
3004.0,0.44,0.13,1.316e-09,7.560e-10
3006.0,0.44,0.13,1.315e-09,7.550e-10
3008.0,0.44,0.13,1.314e-09,7.540e-10
3010.0,0.44,0.13,1.313e-09,7.530e-10
3012.0,0.44,0.13,1.312e-09,7.520e-10
3014.0,0.44,0.131,1.311e-09,7.510e-10
3016.0,0.44,0.131,1.310e-09,7.500e-10
3018.0,0.44,0.131,1.309e-09,7.490e-10
3020.0,0.44,0.131,1.309e-09,7.480e-10
3022.0,0.44,0.131,1.308e-09,7.470e-10
3024.0,0.44,0.131,1.307e-09,7.460e-10
3026.0,0.44,0.132,1.306e-09,7.451e-10
3028.0,0.44,0.132,1.305e-09,7.441e-10
3030.0,0.44,0.132,1.304e-09,7.431e-10
3032.0,0.44,0.132,1.303e-09,7.421e-10
3034.0,0.44,0.132,1.302e-09,7.411e-10
3036.0,0.44,0.132,1.302e-09,7.402e-10
3038.0,0.45,0.127,1.330e-09,7.732e-10
3040.0,0.45,0.127,1.329e-09,7.722e-10
3042.0,0.45,0.127,1.329e-09,7.711e-10
3044.0,0.45,0.128,1.328e-09,7.701e-10
3046.0,0.45,0.128,1.327e-09,7.691e-10
3048.0,0.45,0.128,1.326e-09,7.681e-10
3050.0,0.45,0.128,1.325e-09,7.671e-10
3052.0,0.45,0.128,1.324e-09,7.661e-10
3054.0,0.45,0.128,1.323e-09,7.651e-10
3056.0,0.45,0.128,1.323e-09,7.641e-10
3058.0,0.45,0.129,1.322e-09,7.631e-10
3060.0,0.45,0.129,1.321e-09,7.621e-10
3062.0,0.45,0.129,1.320e-09,7.611e-10
3064.0,0.45,0.129,1.319e-09,7.601e-10
3066.0,0.45,0.129,1.318e-09,7.591e-10
3068.0,0.45,0.129,1.317e-09,7.581e-10
3070.0,0.45,0.13,1.316e-09,7.571e-10
3072.0,0.45,0.13,1.316e-09,7.562e-10
3074.0,0.45,0.13,1.315e-09,7.552e-10
3076.0,0.45,0.13,1.314e-09,7.542e-10
3078.0,0.45,0.13,1.313e-09,7.532e-10
3080.0,0.45,0.13,1.312e-09,7.522e-10
3082.0,0.45,0.131,1.311e-09,7.513e-10
3084.0,0.45,0.131,1.311e-09,7.503e-10
3086.0,0.45,0.131,1.310e-09,7.493e-10
3088.0,0.45,0.131,1.309e-09,7.483e-10
3090.0,0.45,0.131,1.308e-09,7.474e-10
3092.0,0.45,0.131,1.307e-09,7.464e-10
3094.0,0.45,0.132,1.306e-09,7.454e-10
3096.0,0.45,0.132,1.305e-09,7.445e-10
3098.0,0.45,0.132,1.305e-09,7.435e-10
3100.0,0.45,0.132,1.304e-09,7.426e-10
3102.0,0.45,0.132,1.303e-09,7.416e-10
3104.0,0.45,0.132,1.302e-09,7.406e-10
3106.0,0.46,0.127,1.330e-09,7.729e-10
3108.0,0.46,0.127,1.329e-09,7.719e-10
3110.0,0.46,0.127,1.328e-09,7.709e-10
3112.0,0.46,0.128,1.328e-09,7.700e-10
3114.0,0.46,0.128,1.327e-09,7.690e-10
3116.0,0.46,0.128,1.326e-09,7.680e-10
3118.0,0.46,0.128,1.325e-09,7.670e-10
3120.0,0.46,0.128,1.324e-09,7.660e-10
3122.0,0.46,0.128,1.323e-09,7.650e-10
3124.0,0.46,0.129,1.322e-09,7.641e-10
3126.0,0.46,0.129,1.322e-09,7.631e-10
3128.0,0.46,0.129,1.321e-09,7.621e-10
3130.0,0.46,0.129,1.320e-09,7.611e-10
3132.0,0.46,0.129,1.319e-09,7.602e-10
3134.0,0.46,0.129,1.318e-09,7.592e-10
3136.0,0.46,0.13,1.317e-09,7.582e-10
3138.0,0.46,0.13,1.317e-09,7.573e-10
3140.0,0.46,0.13,1.316e-09,7.563e-10
3142.0,0.46,0.13,1.315e-09,7.553e-10
3144.0,0.46,0.13,1.314e-09,7.544e-10
3146.0,0.46,0.13,1.313e-09,7.534e-10
3148.0,0.46,0.13,1.312e-09,7.525e-10
3150.0,0.46,0.131,1.312e-09,7.515e-10
3152.0,0.46,0.131,1.311e-09,7.505e-10
3154.0,0.46,0.131,1.310e-09,7.496e-10
3156.0,0.46,0.131,1.309e-09,7.486e-10
3158.0,0.46,0.131,1.308e-09,7.477e-10
3160.0,0.46,0.131,1.307e-09,7.468e-10
3162.0,0.46,0.132,1.307e-09,7.458e-10
3164.0,0.46,0.132,1.306e-09,7.449e-10
3166.0,0.46,0.132,1.305e-09,7.439e-10
3168.0,0.46,0.132,1.304e-09,7.430e-10
3170.0,0.46,0.132,1.303e-09,7.420e-10
3172.0,0.46,0.132,1.302e-09,7.411e-10
3174.0,0.47,0.127,1.330e-09,7.727e-10
3176.0,0.47,0.127,1.329e-09,7.717e-10
3178.0,0.47,0.128,1.328e-09,7.708e-10
3180.0,0.47,0.128,1.327e-09,7.698e-10
3182.0,0.47,0.128,1.327e-09,7.688e-10
3184.0,0.47,0.128,1.326e-09,7.679e-10
3186.0,0.47,0.128,1.325e-09,7.669e-10
3188.0,0.47,0.128,1.324e-09,7.659e-10
3190.0,0.47,0.128,1.323e-09,7.650e-10
3192.0,0.47,0.129,1.322e-09,7.640e-10
3194.0,0.47,0.129,1.322e-09,7.631e-10
3196.0,0.47,0.129,1.321e-09,7.621e-10
3198.0,0.47,0.129,1.320e-09,7.612e-10
3200.0,0.47,0.129,1.319e-09,7.602e-10
3202.0,0.47,0.129,1.318e-09,7.593e-10
3204.0,0.47,0.13,1.317e-09,7.583e-10
3206.0,0.47,0.13,1.317e-09,7.574e-10
3208.0,0.47,0.13,1.316e-09,7.564e-10
3210.0,0.47,0.13,1.315e-09,7.555e-10
3212.0,0.47,0.13,1.314e-09,7.545e-10
3214.0,0.47,0.13,1.313e-09,7.536e-10
3216.0,0.47,0.13,1.313e-09,7.527e-10
3218.0,0.47,0.131,1.312e-09,7.517e-10
3220.0,0.47,0.131,1.311e-09,7.508e-10
3222.0,0.47,0.131,1.310e-09,7.499e-10
3224.0,0.47,0.131,1.309e-09,7.489e-10
3226.0,0.47,0.131,1.308e-09,7.480e-10
3228.0,0.47,0.131,1.308e-09,7.471e-10
3230.0,0.47,0.132,1.307e-09,7.462e-10
3232.0,0.47,0.132,1.306e-09,7.452e-10
3234.0,0.47,0.132,1.305e-09,7.443e-10
3236.0,0.47,0.132,1.304e-09,7.434e-10
3238.0,0.47,0.132,1.304e-09,7.425e-10
3240.0,0.47,0.132,1.303e-09,7.416e-10
3242.0,0.48,0.127,1.330e-09,7.725e-10
3244.0,0.48,0.127,1.329e-09,7.715e-10
3246.0,0.48,0.128,1.328e-09,7.706e-10
3248.0,0.48,0.128,1.327e-09,7.696e-10
3250.0,0.48,0.128,1.326e-09,7.687e-10
3252.0,0.48,0.128,1.326e-09,7.678e-10
3254.0,0.48,0.128,1.325e-09,7.668e-10
3256.0,0.48,0.128,1.324e-09,7.659e-10
3258.0,0.48,0.129,1.323e-09,7.649e-10
3260.0,0.48,0.129,1.322e-09,7.640e-10
3262.0,0.48,0.129,1.322e-09,7.631e-10
3264.0,0.48,0.129,1.321e-09,7.621e-10
3266.0,0.48,0.129,1.320e-09,7.612e-10
3268.0,0.48,0.129,1.319e-09,7.603e-10
3270.0,0.48,0.129,1.318e-09,7.593e-10
3272.0,0.48,0.13,1.318e-09,7.584e-10
3274.0,0.48,0.13,1.317e-09,7.575e-10
3276.0,0.48,0.13,1.316e-09,7.566e-10
3278.0,0.48,0.13,1.315e-09,7.556e-10
3280.0,0.48,0.13,1.314e-09,7.547e-10
3282.0,0.48,0.13,1.314e-09,7.538e-10
3284.0,0.48,0.131,1.313e-09,7.529e-10
3286.0,0.48,0.131,1.312e-09,7.520e-10
3288.0,0.48,0.131,1.311e-09,7.510e-10
3290.0,0.48,0.131,1.310e-09,7.501e-10
3292.0,0.48,0.131,1.310e-09,7.492e-10
3294.0,0.48,0.131,1.309e-09,7.483e-10
3296.0,0.48,0.131,1.308e-09,7.474e-10
3298.0,0.48,0.132,1.307e-09,7.465e-10
3300.0,0.48,0.132,1.306e-09,7.456e-10
3302.0,0.48,0.132,1.306e-09,7.447e-10
3304.0,0.48,0.132,1.305e-09,7.438e-10
3306.0,0.48,0.132,1.304e-09,7.429e-10
3308.0,0.48,0.132,1.303e-09,7.420e-10
3310.0,0.49,0.127,1.330e-09,7.723e-10
3312.0,0.49,0.128,1.329e-09,7.714e-10
3314.0,0.49,0.128,1.328e-09,7.704e-10
3316.0,0.49,0.128,1.327e-09,7.695e-10
3318.0,0.49,0.128,1.326e-09,7.686e-10
3320.0,0.49,0.128,1.326e-09,7.676e-10
3322.0,0.49,0.128,1.325e-09,7.667e-10
3324.0,0.49,0.128,1.324e-09,7.658e-10
3326.0,0.49,0.129,1.323e-09,7.649e-10
3328.0,0.49,0.129,1.322e-09,7.640e-10
3330.0,0.49,0.129,1.322e-09,7.630e-10
3332.0,0.49,0.129,1.321e-09,7.621e-10
3334.0,0.49,0.129,1.320e-09,7.612e-10
3336.0,0.49,0.129,1.319e-09,7.603e-10
3338.0,0.49,0.129,1.318e-09,7.594e-10
3340.0,0.49,0.13,1.318e-09,7.585e-10
3342.0,0.49,0.13,1.317e-09,7.576e-10
3344.0,0.49,0.13,1.316e-09,7.567e-10
3346.0,0.49,0.13,1.315e-09,7.558e-10
3348.0,0.49,0.13,1.314e-09,7.549e-10
3350.0,0.49,0.13,1.314e-09,7.540e-10
3352.0,0.49,0.131,1.313e-09,7.531e-10
3354.0,0.49,0.131,1.312e-09,7.522e-10
3356.0,0.49,0.131,1.311e-09,7.513e-10
3358.0,0.49,0.131,1.311e-09,7.504e-10
3360.0,0.49,0.131,1.310e-09,7.495e-10
3362.0,0.49,0.131,1.309e-09,7.486e-10
3364.0,0.49,0.131,1.308e-09,7.477e-10
3366.0,0.49,0.132,1.307e-09,7.468e-10
3368.0,0.49,0.132,1.307e-09,7.459e-10
3370.0,0.49,0.132,1.306e-09,7.450e-10
3372.0,0.49,0.132,1.305e-09,7.442e-10
3374.0,0.49,0.132,1.304e-09,7.433e-10
3376.0,0.49,0.132,1.304e-09,7.424e-10
3378.0,0.49,0.132,1.303e-09,7.415e-10
3380.0,0.5,0.128,1.329e-09,7.712e-10
3382.0,0.5,0.128,1.328e-09,7.703e-10
3384.0,0.5,0.128,1.327e-09,7.694e-10
3386.0,0.5,0.128,1.326e-09,7.685e-10
3388.0,0.5,0.128,1.325e-09,7.675e-10
3390.0,0.5,0.128,1.325e-09,7.666e-10
3392.0,0.5,0.128,1.324e-09,7.657e-10
3394.0,0.5,0.129,1.323e-09,7.648e-10
3396.0,0.5,0.129,1.322e-09,7.639e-10
3398.0,0.5,0.129,1.322e-09,7.630e-10
3400.0,0.5,0.129,1.321e-09,7.621e-10
3402.0,0.5,0.129,1.320e-09,7.612e-10
3404.0,0.5,0.129,1.319e-09,7.604e-10
3406.0,0.5,0.13,1.318e-09,7.595e-10
3408.0,0.5,0.13,1.318e-09,7.586e-10
3410.0,0.5,0.13,1.317e-09,7.577e-10
3412.0,0.5,0.13,1.316e-09,7.568e-10
3414.0,0.5,0.13,1.315e-09,7.559e-10
3416.0,0.5,0.13,1.315e-09,7.550e-10
3418.0,0.5,0.13,1.314e-09,7.541e-10
3420.0,0.5,0.131,1.313e-09,7.533e-10
3422.0,0.5,0.131,1.312e-09,7.524e-10
3424.0,0.5,0.131,1.312e-09,7.515e-10
3426.0,0.5,0.131,1.311e-09,7.506e-10
3428.0,0.5,0.131,1.310e-09,7.497e-10
3430.0,0.5,0.131,1.309e-09,7.489e-10
3432.0,0.5,0.131,1.308e-09,7.480e-10
3434.0,0.5,0.132,1.308e-09,7.471e-10
3436.0,0.5,0.132,1.307e-09,7.463e-10
3438.0,0.5,0.132,1.306e-09,7.454e-10
3440.0,0.5,0.132,1.305e-09,7.445e-10
3442.0,0.5,0.132,1.305e-09,7.437e-10
3444.0,0.5,0.132,1.304e-09,7.428e-10
3446.0,0.5,0.132,1.303e-09,7.419e-10
3448.0,0.51,0.128,1.328e-09,7.710e-10
3450.0,0.51,0.128,1.328e-09,7.701e-10
3452.0,0.51,0.128,1.327e-09,7.692e-10
3454.0,0.51,0.128,1.326e-09,7.683e-10
3456.0,0.51,0.128,1.325e-09,7.674e-10
3458.0,0.51,0.128,1.325e-09,7.666e-10
3460.0,0.51,0.129,1.324e-09,7.657e-10
3462.0,0.51,0.129,1.323e-09,7.648e-10
3464.0,0.51,0.129,1.322e-09,7.639e-10
3466.0,0.51,0.129,1.322e-09,7.630e-10
3468.0,0.51,0.129,1.321e-09,7.621e-10
3470.0,0.51,0.129,1.320e-09,7.613e-10
3472.0,0.51,0.129,1.319e-09,7.604e-10
3474.0,0.51,0.13,1.318e-09,7.595e-10
3476.0,0.51,0.13,1.318e-09,7.586e-10
3478.0,0.51,0.13,1.317e-09,7.578e-10
3480.0,0.51,0.13,1.316e-09,7.569e-10
3482.0,0.51,0.13,1.315e-09,7.560e-10
3484.0,0.51,0.13,1.315e-09,7.552e-10
3486.0,0.51,0.13,1.314e-09,7.543e-10
3488.0,0.51,0.131,1.313e-09,7.534e-10
3490.0,0.51,0.131,1.312e-09,7.526e-10
3492.0,0.51,0.131,1.312e-09,7.517e-10
3494.0,0.51,0.131,1.311e-09,7.509e-10
3496.0,0.51,0.131,1.310e-09,7.500e-10
3498.0,0.51,0.131,1.309e-09,7.491e-10
3500.0,0.51,0.131,1.309e-09,7.483e-10
3502.0,0.51,0.132,1.308e-09,7.474e-10
3504.0,0.51,0.132,1.307e-09,7.466e-10
3506.0,0.51,0.132,1.306e-09,7.457e-10
3508.0,0.51,0.132,1.306e-09,7.449e-10
3510.0,0.51,0.132,1.305e-09,7.440e-10
3512.0,0.51,0.132,1.304e-09,7.432e-10
3514.0,0.51,0.132,1.303e-09,7.423e-10
3516.0,0.52,0.128,1.328e-09,7.708e-10
3518.0,0.52,0.128,1.328e-09,7.700e-10
3520.0,0.52,0.128,1.327e-09,7.691e-10
3522.0,0.52,0.128,1.326e-09,7.682e-10
3524.0,0.52,0.128,1.325e-09,7.674e-10
3526.0,0.52,0.128,1.325e-09,7.665e-10
3528.0,0.52,0.129,1.324e-09,7.656e-10
3530.0,0.52,0.129,1.323e-09,7.647e-10
3532.0,0.52,0.129,1.322e-09,7.639e-10
3534.0,0.52,0.129,1.322e-09,7.630e-10
3536.0,0.52,0.129,1.321e-09,7.622e-10
3538.0,0.52,0.129,1.320e-09,7.613e-10
3540.0,0.52,0.129,1.319e-09,7.604e-10
3542.0,0.52,0.13,1.319e-09,7.596e-10
3544.0,0.52,0.13,1.318e-09,7.587e-10
3546.0,0.52,0.13,1.317e-09,7.579e-10
3548.0,0.52,0.13,1.316e-09,7.570e-10
3550.0,0.52,0.13,1.316e-09,7.562e-10
3552.0,0.52,0.13,1.315e-09,7.553e-10
3554.0,0.52,0.13,1.314e-09,7.545e-10
3556.0,0.52,0.131,1.313e-09,7.536e-10
3558.0,0.52,0.131,1.313e-09,7.528e-10
3560.0,0.52,0.131,1.312e-09,7.519e-10
3562.0,0.52,0.131,1.311e-09,7.511e-10
3564.0,0.52,0.131,1.310e-09,7.502e-10
3566.0,0.52,0.131,1.310e-09,7.494e-10
3568.0,0.52,0.131,1.309e-09,7.486e-10
3570.0,0.52,0.132,1.308e-09,7.477e-10
3572.0,0.52,0.132,1.307e-09,7.469e-10
3574.0,0.52,0.132,1.307e-09,7.460e-10
3576.0,0.52,0.132,1.306e-09,7.452e-10
3578.0,0.52,0.132,1.305e-09,7.444e-10
3580.0,0.52,0.132,1.305e-09,7.435e-10
3582.0,0.52,0.132,1.304e-09,7.427e-10
3584.0,0.53,0.128,1.328e-09,7.707e-10
3586.0,0.53,0.128,1.327e-09,7.698e-10
3588.0,0.53,0.128,1.327e-09,7.690e-10
3590.0,0.53,0.128,1.326e-09,7.681e-10
3592.0,0.53,0.128,1.325e-09,7.673e-10
3594.0,0.53,0.129,1.324e-09,7.664e-10
3596.0,0.53,0.129,1.324e-09,7.656e-10
3598.0,0.53,0.129,1.323e-09,7.647e-10
3600.0,0.53,0.129,1.322e-09,7.639e-10
3602.0,0.53,0.129,1.322e-09,7.630e-10
3604.0,0.53,0.129,1.321e-09,7.622e-10
3606.0,0.53,0.129,1.320e-09,7.613e-10
3608.0,0.53,0.129,1.319e-09,7.605e-10
3610.0,0.53,0.13,1.319e-09,7.596e-10
3612.0,0.53,0.13,1.318e-09,7.588e-10
3614.0,0.53,0.13,1.317e-09,7.580e-10
3616.0,0.53,0.13,1.316e-09,7.571e-10
3618.0,0.53,0.13,1.316e-09,7.563e-10
3620.0,0.53,0.13,1.315e-09,7.554e-10
3622.0,0.53,0.13,1.314e-09,7.546e-10
3624.0,0.53,0.131,1.313e-09,7.538e-10
3626.0,0.53,0.131,1.313e-09,7.529e-10
3628.0,0.53,0.131,1.312e-09,7.521e-10
3630.0,0.53,0.131,1.311e-09,7.513e-10
3632.0,0.53,0.131,1.311e-09,7.505e-10
3634.0,0.53,0.131,1.310e-09,7.496e-10
3636.0,0.53,0.131,1.309e-09,7.488e-10
3638.0,0.53,0.132,1.308e-09,7.480e-10
3640.0,0.53,0.132,1.308e-09,7.472e-10
3642.0,0.53,0.132,1.307e-09,7.463e-10
3644.0,0.53,0.132,1.306e-09,7.455e-10
3646.0,0.53,0.132,1.306e-09,7.447e-10
3648.0,0.53,0.132,1.305e-09,7.439e-10
3650.0,0.53,0.132,1.304e-09,7.431e-10
3652.0,0.54,0.128,1.328e-09,7.705e-10
3654.0,0.54,0.128,1.327e-09,7.697e-10
3656.0,0.54,0.128,1.327e-09,7.689e-10
3658.0,0.54,0.128,1.326e-09,7.680e-10
3660.0,0.54,0.128,1.325e-09,7.672e-10
3662.0,0.54,0.129,1.324e-09,7.663e-10
3664.0,0.54,0.129,1.324e-09,7.655e-10
3666.0,0.54,0.129,1.323e-09,7.647e-10
3668.0,0.54,0.129,1.322e-09,7.638e-10
3670.0,0.54,0.129,1.321e-09,7.630e-10
3672.0,0.54,0.129,1.321e-09,7.622e-10
3674.0,0.54,0.129,1.320e-09,7.613e-10
3676.0,0.54,0.13,1.319e-09,7.605e-10
3678.0,0.54,0.13,1.319e-09,7.597e-10
3680.0,0.54,0.13,1.318e-09,7.589e-10
3682.0,0.54,0.13,1.317e-09,7.580e-10
3684.0,0.54,0.13,1.316e-09,7.572e-10
3686.0,0.54,0.13,1.316e-09,7.564e-10
3688.0,0.54,0.13,1.315e-09,7.556e-10
3690.0,0.54,0.13,1.314e-09,7.548e-10
3692.0,0.54,0.131,1.314e-09,7.539e-10
3694.0,0.54,0.131,1.313e-09,7.531e-10
3696.0,0.54,0.131,1.312e-09,7.523e-10
3698.0,0.54,0.131,1.311e-09,7.515e-10
3700.0,0.54,0.131,1.311e-09,7.507e-10
3702.0,0.54,0.131,1.310e-09,7.499e-10
3704.0,0.54,0.131,1.309e-09,7.491e-10
3706.0,0.54,0.132,1.309e-09,7.483e-10
3708.0,0.54,0.132,1.308e-09,7.474e-10
3710.0,0.54,0.132,1.307e-09,7.466e-10
3712.0,0.54,0.132,1.307e-09,7.458e-10
3714.0,0.54,0.132,1.306e-09,7.450e-10
3716.0,0.54,0.132,1.305e-09,7.442e-10
3718.0,0.54,0.132,1.304e-09,7.434e-10
3720.0,0.55,0.128,1.328e-09,7.704e-10
3722.0,0.55,0.128,1.327e-09,7.696e-10
3724.0,0.55,0.128,1.326e-09,7.687e-10
3726.0,0.55,0.128,1.326e-09,7.679e-10
3728.0,0.55,0.129,1.325e-09,7.671e-10
3730.0,0.55,0.129,1.324e-09,7.663e-10
3732.0,0.55,0.129,1.324e-09,7.654e-10
3734.0,0.55,0.129,1.323e-09,7.646e-10
3736.0,0.55,0.129,1.322e-09,7.638e-10
3738.0,0.55,0.129,1.321e-09,7.630e-10
3740.0,0.55,0.129,1.321e-09,7.622e-10
3742.0,0.55,0.129,1.320e-09,7.614e-10
3744.0,0.55,0.13,1.319e-09,7.606e-10
3746.0,0.55,0.13,1.319e-09,7.597e-10
3748.0,0.55,0.13,1.318e-09,7.589e-10
3750.0,0.55,0.13,1.317e-09,7.581e-10
3752.0,0.55,0.13,1.317e-09,7.573e-10
3754.0,0.55,0.13,1.316e-09,7.565e-10
3756.0,0.55,0.13,1.315e-09,7.557e-10
3758.0,0.55,0.131,1.314e-09,7.549e-10
3760.0,0.55,0.131,1.314e-09,7.541e-10
3762.0,0.55,0.131,1.313e-09,7.533e-10
3764.0,0.55,0.131,1.312e-09,7.525e-10
3766.0,0.55,0.131,1.312e-09,7.517e-10
3768.0,0.55,0.131,1.311e-09,7.509e-10
3770.0,0.55,0.131,1.310e-09,7.501e-10
3772.0,0.55,0.131,1.310e-09,7.493e-10
3774.0,0.55,0.132,1.309e-09,7.485e-10
3776.0,0.55,0.132,1.308e-09,7.477e-10
3778.0,0.55,0.132,1.307e-09,7.469e-10
3780.0,0.55,0.132,1.307e-09,7.461e-10
3782.0,0.55,0.132,1.306e-09,7.453e-10
3784.0,0.55,0.132,1.305e-09,7.446e-10
3786.0,0.55,0.132,1.305e-09,7.438e-10
3788.0,0.56,0.128,1.328e-09,7.703e-10
3790.0,0.56,0.128,1.327e-09,7.694e-10
3792.0,0.56,0.128,1.326e-09,7.686e-10
3794.0,0.56,0.128,1.326e-09,7.678e-10
3796.0,0.56,0.129,1.325e-09,7.670e-10
3798.0,0.56,0.129,1.324e-09,7.662e-10
3800.0,0.56,0.129,1.324e-09,7.654e-10
3802.0,0.56,0.129,1.323e-09,7.646e-10
3804.0,0.56,0.129,1.322e-09,7.638e-10
3806.0,0.56,0.129,1.321e-09,7.630e-10
3808.0,0.56,0.129,1.321e-09,7.622e-10
3810.0,0.56,0.129,1.320e-09,7.614e-10
3812.0,0.56,0.13,1.319e-09,7.606e-10
3814.0,0.56,0.13,1.319e-09,7.598e-10
3816.0,0.56,0.13,1.318e-09,7.590e-10
3818.0,0.56,0.13,1.317e-09,7.582e-10
3820.0,0.56,0.13,1.317e-09,7.574e-10
3822.0,0.56,0.13,1.316e-09,7.566e-10
3824.0,0.56,0.13,1.315e-09,7.558e-10
3826.0,0.56,0.131,1.315e-09,7.550e-10
3828.0,0.56,0.131,1.314e-09,7.542e-10
3830.0,0.56,0.131,1.313e-09,7.535e-10
3832.0,0.56,0.131,1.313e-09,7.527e-10
3834.0,0.56,0.131,1.312e-09,7.519e-10
3836.0,0.56,0.131,1.311e-09,7.511e-10
3838.0,0.56,0.131,1.310e-09,7.503e-10
3840.0,0.56,0.131,1.310e-09,7.495e-10
3842.0,0.56,0.132,1.309e-09,7.488e-10
3844.0,0.56,0.132,1.308e-09,7.480e-10
3846.0,0.56,0.132,1.308e-09,7.472e-10
3848.0,0.56,0.132,1.307e-09,7.464e-10
3850.0,0.56,0.132,1.306e-09,7.457e-10
3852.0,0.56,0.132,1.306e-09,7.449e-10
3854.0,0.56,0.132,1.305e-09,7.441e-10
3856.0,0.5700000000000001,0.128,1.328e-09,7.701e-10
3858.0,0.5700000000000001,0.128,1.327e-09,7.693e-10
3860.0,0.5700000000000001,0.128,1.326e-09,7.685e-10
3862.0,0.5700000000000001,0.128,1.326e-09,7.677e-10
3864.0,0.5700000000000001,0.129,1.325e-09,7.669e-10
3866.0,0.5700000000000001,0.129,1.324e-09,7.661e-10
3868.0,0.5700000000000001,0.129,1.324e-09,7.653e-10
3870.0,0.5700000000000001,0.129,1.323e-09,7.646e-10
3872.0,0.5700000000000001,0.129,1.322e-09,7.638e-10
3874.0,0.5700000000000001,0.129,1.321e-09,7.630e-10
3876.0,0.5700000000000001,0.129,1.321e-09,7.622e-10
3878.0,0.5700000000000001,0.13,1.320e-09,7.614e-10
3880.0,0.5700000000000001,0.13,1.319e-09,7.606e-10
3882.0,0.5700000000000001,0.13,1.319e-09,7.598e-10
3884.0,0.5700000000000001,0.13,1.318e-09,7.591e-10
3886.0,0.5700000000000001,0.13,1.317e-09,7.583e-10
3888.0,0.5700000000000001,0.13,1.317e-09,7.575e-10
3890.0,0.5700000000000001,0.13,1.316e-09,7.567e-10
3892.0,0.5700000000000001,0.13,1.315e-09,7.559e-10
3894.0,0.5700000000000001,0.131,1.315e-09,7.552e-10
3896.0,0.5700000000000001,0.131,1.314e-09,7.544e-10
3898.0,0.5700000000000001,0.131,1.313e-09,7.536e-10
3900.0,0.5700000000000001,0.131,1.313e-09,7.528e-10
3902.0,0.5700000000000001,0.131,1.312e-09,7.521e-10
3904.0,0.5700000000000001,0.131,1.311e-09,7.513e-10
3906.0,0.5700000000000001,0.131,1.311e-09,7.505e-10
3908.0,0.5700000000000001,0.131,1.310e-09,7.498e-10
3910.0,0.5700000000000001,0.132,1.309e-09,7.490e-10
3912.0,0.5700000000000001,0.132,1.309e-09,7.482e-10
3914.0,0.5700000000000001,0.132,1.308e-09,7.475e-10
3916.0,0.5700000000000001,0.132,1.307e-09,7.467e-10
3918.0,0.5700000000000001,0.132,1.307e-09,7.459e-10
3920.0,0.5700000000000001,0.132,1.306e-09,7.452e-10
3922.0,0.5700000000000001,0.132,1.305e-09,7.444e-10
3924.0,0.5800000000000001,0.128,1.328e-09,7.700e-10
3926.0,0.5800000000000001,0.128,1.327e-09,7.692e-10
3928.0,0.5800000000000001,0.128,1.326e-09,7.684e-10
3930.0,0.5800000000000001,0.129,1.325e-09,7.676e-10
3932.0,0.5800000000000001,0.129,1.325e-09,7.669e-10
3934.0,0.5800000000000001,0.129,1.324e-09,7.661e-10
3936.0,0.5800000000000001,0.129,1.323e-09,7.653e-10
3938.0,0.5800000000000001,0.129,1.323e-09,7.645e-10
3940.0,0.5800000000000001,0.129,1.322e-09,7.637e-10
3942.0,0.5800000000000001,0.129,1.321e-09,7.630e-10
3944.0,0.5800000000000001,0.129,1.321e-09,7.622e-10
3946.0,0.5800000000000001,0.13,1.320e-09,7.614e-10
3948.0,0.5800000000000001,0.13,1.319e-09,7.607e-10
3950.0,0.5800000000000001,0.13,1.319e-09,7.599e-10
3952.0,0.5800000000000001,0.13,1.318e-09,7.591e-10
